192.24500000 0.00000000 57.14300000 0.90000000
194.48983333 0.00000000 54.28583333 0.90000000
196.73466667 0.00000000 51.42866667 0.90000000
198.97950000 0.00000000 48.57150000 0.90000000
201.22433333 0.00000000 45.71433333 0.90000000
203.46916667 0.00000000 42.85716667 0.90000000
205.71400000 0.00000000 40.00000000 0.90000000
207.95900000 0.00000000 37.14300000 0.90000000
266.32700000 0.00000000 -37.14300000 0.90000000
268.57100000 0.00000000 -40.00000000 0.90000000
270.81600000 0.00000000 -42.85700000 0.90000000
273.06088889 0.00000000 -45.71411111 0.90000000
275.30577778 0.00000000 -48.57122222 0.90000000
277.55066667 0.00000000 -51.42833333 0.90000000
279.79555556 0.00000000 -54.28544444 0.90000000
282.04044444 0.00000000 -57.14255556 0.90000000
284.28533333 0.00000000 -59.99966667 0.90000000
286.53022222 0.00000000 -62.85677778 0.90000000
288.77511111 0.00000000 -65.71388889 0.90000000
291.02000000 0.00000000 -68.57100000 0.90000000
